,Year,Month,State,County,Rate
836720,2008,March,California,Mariposa County,8.5
836721,2008,March,California,San Benito County,11.5
836722,2008,March,California,Lake County,10.5
836723,2008,March,California,El Dorado County,6.7
836724,2008,March,California,Solano County,6.3
836725,2008,March,California,Los Angeles County,6.3
836726,2008,March,California,San Diego County,5.3
836727,2008,March,California,Alameda County,5.4
836728,2008,March,California,Colusa County,17.3
836729,2008,March,California,Sierra County,13.4
836730,2008,March,California,Tehama County,9.4
836731,2008,March,California,Modoc County,12.0
836732,2008,March,California,Amador County,7.5
836733,2008,March,California,San Joaquin County,10.4
836734,2008,March,California,Siskiyou County,11.9
836735,2008,March,California,Riverside County,7.4
836736,2008,March,California,San Francisco County,4.6
836737,2008,March,California,San Bernardino County,6.9
836738,2008,March,California,Santa Clara County,5.2
836739,2008,March,California,Tulare County,11.9
836740,2008,March,California,Shasta County,10.4
836741,2008,March,California,Santa Barbara County,5.2
836742,2008,March,California,Monterey County,10.9
836743,2008,March,California,Tuolumne County,8.1
836744,2008,March,California,Sutter County,13.5
836745,2008,March,California,Butte County,8.4
836746,2008,March,California,Kern County,10.9
836747,2008,March,California,Napa County,4.7
836748,2008,March,California,Mendocino County,7.4
836749,2008,March,California,Plumas County,14.2
841301,2008,May,California,Humboldt County,6.3
841302,2008,May,California,Sonoma County,5.0
841303,2008,May,California,San Luis Obispo County,5.1
841304,2008,May,California,Glenn County,9.0
841305,2008,May,California,Nevada County,6.0
841306,2008,May,California,Yolo County,6.3
841307,2008,May,California,Sacramento County,6.4
841308,2008,May,California,Fresno County,9.3
841309,2008,May,California,Calaveras County,7.6
841310,2008,May,California,Marin County,4.3
841311,2008,May,California,Lassen County,8.3
841312,2008,May,California,Contra Costa County,5.6
841313,2008,May,California,Yuba County,10.6
841314,2008,May,California,Del Norte County,7.8
841315,2008,May,California,San Mateo County,4.3
841316,2008,May,California,Mono County,7.0
841317,2008,May,California,Merced County,11.4
841318,2008,May,California,Santa Cruz County,6.0
841319,2008,May,California,Ventura County,5.4
841320,2008,May,California,Placer County,5.8
841321,2008,May,California,Inyo County,5.8
841322,2008,May,California,Stanislaus County,10.3
841323,2008,May,California,Orange County,4.7
841324,2008,May,California,Trinity County,10.9
841325,2008,May,California,Alpine County,15.3
841326,2008,May,California,Madera County,8.5
841327,2008,May,California,Imperial County,20.3
841328,2008,May,California,Kings County,9.1
841329,2008,May,California,Mariposa County,6.5
841330,2008,May,California,San Benito County,8.7
841331,2008,May,California,Lake County,9.3
841332,2008,May,California,El Dorado County,6.5
841333,2008,May,California,Solano County,6.2
841334,2008,May,California,Los Angeles County,6.7
841335,2008,May,California,San Diego County,5.4
841336,2008,May,California,Alameda County,5.5
841337,2008,May,California,Colusa County,10.3
841338,2008,May,California,Sierra County,9.7
841339,2008,May,California,Tehama County,8.3
841340,2008,May,California,Modoc County,8.1
841341,2008,May,California,Amador County,6.8
841342,2008,May,California,San Joaquin County,9.1
841343,2008,May,California,Siskiyou County,8.3
841344,2008,May,California,Riverside County,7.4
841345,2008,May,California,San Francisco County,4.7
841346,2008,May,California,San Bernardino County,7.2
841347,2008,May,California,Santa Clara County,5.3
841348,2008,May,California,Tulare County,8.7
841349,2008,May,California,Shasta County,8.9
841350,2008,May,California,Santa Barbara County,4.5
841351,2008,May,California,Monterey County,6.3
841352,2008,May,California,Tuolumne County,7.0
841353,2008,May,California,Sutter County,11.6
841354,2008,May,California,Butte County,7.4
841355,2008,May,California,Kern County,8.8
841356,2008,May,California,Napa County,4.3
841357,2008,May,California,Mendocino County,6.0
841358,2008,May,California,Plumas County,8.1
857299,2008,November,California,Humboldt County,8.6
857300,2008,November,California,Sonoma County,6.7
857301,2008,November,California,San Luis Obispo County,6.6
857302,2008,November,California,Glenn County,10.9
857303,2008,November,California,Nevada County,7.8
857304,2008,November,California,Yolo County,8.9
857305,2008,November,California,Sacramento County,8.3
857306,2008,November,California,Fresno County,12.1
857307,2008,November,California,Calaveras County,10.2
857308,2008,November,California,Marin County,5.3
857309,2008,November,California,Lassen County,10.2
857310,2008,November,California,Contra Costa County,7.2
857311,2008,November,California,Yuba County,12.9
857312,2008,November,California,Del Norte County,10.3
857313,2008,November,California,San Mateo County,5.7
857314,2008,November,California,Mono County,7.6
857315,2008,November,California,Merced County,13.6
857316,2008,November,California,Santa Cruz County,8.3
857317,2008,November,California,Ventura County,7.3
857318,2008,November,California,Placer County,7.6
857319,2008,November,California,Inyo County,7.6
857320,2008,November,California,Stanislaus County,12.3
857321,2008,November,California,Orange County,6.2
857322,2008,November,California,Trinity County,14.4
857323,2008,November,California,Alpine County,15.4
857324,2008,November,California,Madera County,11.0
857325,2008,November,California,Imperial County,25.2
857326,2008,November,California,Kings County,11.4
857327,2008,November,California,Mariposa County,9.3
857328,2008,November,California,San Benito County,9.9
857329,2008,November,California,Lake County,12.9
857330,2008,November,California,El Dorado County,8.0
857331,2008,November,California,Solano County,7.9
857332,2008,November,California,Los Angeles County,9.0
857333,2008,November,California,San Diego County,7.0
857334,2008,November,California,Alameda County,7.3
857335,2008,November,California,Colusa County,17.9
857336,2008,November,California,Sierra County,11.6
857337,2008,November,California,Tehama County,10.2
857338,2008,November,California,Modoc County,10.9
857339,2008,November,California,Amador County,8.7
857340,2008,November,California,San Joaquin County,11.9
857341,2008,November,California,Siskiyou County,12.0
857342,2008,November,California,Riverside County,9.9
857343,2008,November,California,San Francisco County,6.1
857344,2008,November,California,San Bernardino County,9.4
857345,2008,November,California,Santa Clara County,7.1
857346,2008,November,California,Tulare County,12.1
857347,2008,November,California,Shasta County,11.3
857348,2008,November,California,Santa Barbara County,6.3
857349,2008,November,California,Monterey County,8.6
857350,2008,November,California,Tuolumne County,9.0
857351,2008,November,California,Sutter County,14.6
857352,2008,November,California,Butte County,9.4
857353,2008,November,California,Kern County,10.3
857354,2008,November,California,Napa County,6.5
857355,2008,November,California,Mendocino County,7.9
857356,2008,November,California,Plumas County,12.2
834341,2008,October,California,Humboldt County,7.3
834342,2008,October,California,Sonoma County,6.2
834343,2008,October,California,San Luis Obispo County,6.1
834344,2008,October,California,Glenn County,9.2
834345,2008,October,California,Nevada County,7.0
834346,2008,October,California,Yolo County,7.8
834347,2008,October,California,Sacramento County,8.1
834348,2008,October,California,Fresno County,11.1
834349,2008,October,California,Calaveras County,9.4
834350,2008,October,California,Marin County,5.0
834351,2008,October,California,Lassen County,8.3
834352,2008,October,California,Contra Costa County,6.9
834353,2008,October,California,Yuba County,12.4
834354,2008,October,California,Del Norte County,8.9
834355,2008,October,California,San Mateo County,5.4
834356,2008,October,California,Mono County,7.4
834357,2008,October,California,Merced County,11.5
834358,2008,October,California,Santa Cruz County,6.6
834359,2008,October,California,Ventura County,7.0
834360,2008,October,California,Placer County,7.2
834361,2008,October,California,Inyo County,6.9
834362,2008,October,California,Stanislaus County,11.4
834363,2008,October,California,Orange County,6.0
834364,2008,October,California,Trinity County,11.5
834365,2008,October,California,Alpine County,11.1
834366,2008,October,California,Madera County,9.3
834367,2008,October,California,Imperial County,26.3
834368,2008,October,California,Kings County,10.6
834369,2008,October,California,Mariposa County,7.5
834370,2008,October,California,San Benito County,9.0
834371,2008,October,California,Lake County,11.1
834372,2008,October,California,El Dorado County,7.3
834373,2008,October,California,Solano County,7.5
834374,2008,October,California,Los Angeles County,8.6
834375,2008,October,California,San Diego County,6.8
834376,2008,October,California,Alameda County,7.0
834377,2008,October,California,Colusa County,11.5
834378,2008,October,California,Sierra County,8.5
834379,2008,October,California,Tehama County,8.7
834380,2008,October,California,Modoc County,8.5
834381,2008,October,California,Amador County,8.1
834382,2008,October,California,San Joaquin County,10.8
834383,2008,October,California,Siskiyou County,9.0
834384,2008,October,California,Riverside County,9.9
834385,2008,October,California,San Francisco County,5.8
834386,2008,October,California,San Bernardino County,9.1
834387,2008,October,California,Santa Clara County,6.7
834388,2008,October,California,Tulare County,11.2
834389,2008,October,California,Shasta County,10.0
834390,2008,October,California,Santa Barbara County,5.8
834391,2008,October,California,Monterey County,6.8
834392,2008,October,California,Tuolumne County,8.3
834393,2008,October,California,Sutter County,12.0
834394,2008,October,California,Butte County,8.6
834395,2008,October,California,Kern County,9.6
834396,2008,October,California,Napa County,5.2
834397,2008,October,California,Mendocino County,6.5
834398,2008,October,California,Plumas County,9.2
848178,2008,September,California,Humboldt County,6.8
848179,2008,September,California,Sonoma County,5.8
848180,2008,September,California,San Luis Obispo County,6.1
848181,2008,September,California,Glenn County,9.4
848182,2008,September,California,Nevada County,6.4
848183,2008,September,California,Yolo County,6.8
848184,2008,September,California,Sacramento County,7.8
848185,2008,September,California,Fresno County,9.4
848186,2008,September,California,Calaveras County,8.7
848187,2008,September,California,Marin County,4.9
848188,2008,September,California,Lassen County,8.3
848189,2008,September,California,Contra Costa County,6.6
848190,2008,September,California,Yuba County,11.7
848191,2008,September,California,Del Norte County,8.3
848192,2008,September,California,San Mateo County,5.2
848193,2008,September,California,Mono County,6.5
848194,2008,September,California,Merced County,10.8
848195,2008,September,California,Santa Cruz County,6.2
848196,2008,September,California,Ventura County,6.9
848197,2008,September,California,Placer County,6.8
848198,2008,September,California,Inyo County,6.8
848199,2008,September,California,Stanislaus County,10.2
848200,2008,September,California,Orange County,5.8
848201,2008,September,California,Trinity County,10.4
848202,2008,September,California,Alpine County,12.7
848203,2008,September,California,Madera County,7.9
848204,2008,September,California,Imperial County,26.6
848205,2008,September,California,Kings County,9.3
848206,2008,September,California,Mariposa County,6.4
848207,2008,September,California,San Benito County,7.9
848208,2008,September,California,Lake County,10.1
848209,2008,September,California,El Dorado County,6.9
848210,2008,September,California,Solano County,7.1
848211,2008,September,California,Los Angeles County,8.4
848212,2008,September,California,San Diego County,6.4
848213,2008,September,California,Alameda County,6.7
848214,2008,September,California,Colusa County,8.5
848215,2008,September,California,Sierra County,7.5
848216,2008,September,California,Tehama County,8.7
848217,2008,September,California,Modoc County,7.6
848218,2008,September,California,Amador County,7.7
848219,2008,September,California,San Joaquin County,10.1
848220,2008,September,California,Siskiyou County,8.5
848221,2008,September,California,Riverside County,9.6
848222,2008,September,California,San Francisco County,5.5
848223,2008,September,California,San Bernardino County,8.8
848224,2008,September,California,Santa Clara County,6.4
848225,2008,September,California,Tulare County,10.2
848226,2008,September,California,Shasta County,9.6
848227,2008,September,California,Santa Barbara County,5.6
848228,2008,September,California,Monterey County,6.4
848229,2008,September,California,Tuolumne County,7.8
848230,2008,September,California,Sutter County,10.3
848231,2008,September,California,Butte County,8.1
848232,2008,September,California,Kern County,9.1
848233,2008,September,California,Napa County,4.9
848234,2008,September,California,Mendocino County,6.3
848235,2008,September,California,Plumas County,7.2
877562,2009,April,California,Humboldt County,10.7
877563,2009,April,California,Sonoma County,8.9
877564,2009,April,California,San Luis Obispo County,8.1
877565,2009,April,California,Glenn County,14.6
877566,2009,April,California,Nevada County,9.8
877567,2009,April,California,Yolo County,9.9
877568,2009,April,California,Sacramento County,10.1
877569,2009,April,California,Fresno County,14.2
877570,2009,April,California,Calaveras County,12.8
877571,2009,April,California,Marin County,7.0
877572,2009,April,California,Lassen County,12.1
877573,2009,April,California,Contra Costa County,9.1
877574,2009,April,California,Yuba County,16.3
877575,2009,April,California,Del Norte County,11.0
877576,2009,April,California,San Mateo County,7.7
877577,2009,April,California,Mono County,6.9
877578,2009,April,California,Merced County,16.4
877579,2009,April,California,Santa Cruz County,11.1
877580,2009,April,California,Ventura County,8.6
877581,2009,April,California,Placer County,9.5
877582,2009,April,California,Inyo County,8.5
877583,2009,April,California,Stanislaus County,15.4
877584,2009,April,California,Orange County,7.9
877585,2009,April,California,Trinity County,17.0
877586,2009,April,California,Alpine County,13.5
877587,2009,April,California,Madera County,13.8
877588,2009,April,California,Imperial County,26.5
877589,2009,April,California,Kings County,13.9
877590,2009,April,California,Mariposa County,10.3
877591,2009,April,California,San Benito County,13.8
877592,2009,April,California,Lake County,14.7
877593,2009,April,California,El Dorado County,10.0
877594,2009,April,California,Solano County,9.6
877595,2009,April,California,Los Angeles County,10.9
877596,2009,April,California,San Diego County,8.6
877597,2009,April,California,Alameda County,9.6
877598,2009,April,California,Colusa County,16.1
877599,2009,April,California,Sierra County,16.7
877600,2009,April,California,Tehama County,13.6
877601,2009,April,California,Modoc County,12.5
877602,2009,April,California,Amador County,10.7
877603,2009,April,California,San Joaquin County,14.5
877604,2009,April,California,Siskiyou County,14.0
877605,2009,April,California,Riverside County,11.9
877606,2009,April,California,San Francisco County,8.1
877607,2009,April,California,San Bernardino County,11.7
877608,2009,April,California,Santa Clara County,10.1
877609,2009,April,California,Tulare County,14.3
877610,2009,April,California,Shasta County,13.9
877611,2009,April,California,Santa Barbara County,7.4
877612,2009,April,California,Monterey County,10.7
877613,2009,April,California,Tuolumne County,11.3
877614,2009,April,California,Sutter County,16.6
877615,2009,April,California,Butte County,11.5
877616,2009,April,California,Kern County,13.7
877617,2009,April,California,Napa County,7.8
877618,2009,April,California,Mendocino County,9.9
877619,2009,April,California,Plumas County,16.2
866407,2009,August,California,Humboldt County,10.4
866408,2009,August,California,Sonoma County,9.7
866409,2009,August,California,San Luis Obispo County,9.5
866410,2009,August,California,Glenn County,14.1
866411,2009,August,California,Nevada County,10.1
866412,2009,August,California,Yolo County,10.4
866413,2009,August,California,Sacramento County,11.5
866414,2009,August,California,Fresno County,13.6
866415,2009,August,California,Calaveras County,13.5
866416,2009,August,California,Marin County,8.0
866417,2009,August,California,Lassen County,11.3
866418,2009,August,California,Contra Costa County,10.6
866419,2009,August,California,Yuba County,16.4
866420,2009,August,California,Del Norte County,11.8
866421,2009,August,California,San Mateo County,8.7
866422,2009,August,California,Mono County,9.0
866423,2009,August,California,Merced County,14.9
866424,2009,August,California,Santa Cruz County,9.9
866425,2009,August,California,Ventura County,10.4
866426,2009,August,California,Placer County,10.5
866427,2009,August,California,Inyo County,8.7
866428,2009,August,California,Stanislaus County,14.5
866429,2009,August,California,Orange County,9.3
866430,2009,August,California,Trinity County,14.0
866431,2009,August,California,Alpine County,14.8
866432,2009,August,California,Madera County,12.2
866433,2009,August,California,Imperial County,30.2
866434,2009,August,California,Kings County,12.8
866435,2009,August,California,Mariposa County,8.3
866436,2009,August,California,San Benito County,11.9
866437,2009,August,California,Lake County,13.9
866438,2009,August,California,El Dorado County,10.9
866439,2009,August,California,Solano County,10.6
866440,2009,August,California,Los Angeles County,12.3
866441,2009,August,California,San Diego County,9.9
866442,2009,August,California,Alameda County,11.0
866443,2009,August,California,Colusa County,13.1
866444,2009,August,California,Sierra County,12.1
866445,2009,August,California,Tehama County,13.3
866446,2009,August,California,Modoc County,9.8
866447,2009,August,California,Amador County,11.4
866448,2009,August,California,San Joaquin County,14.5
866449,2009,August,California,Siskiyou County,12.4
866450,2009,August,California,Riverside County,14.0
866451,2009,August,California,San Francisco County,9.3
866452,2009,August,California,San Bernardino County,13.2
866453,2009,August,California,Santa Clara County,11.3
866454,2009,August,California,Tulare County,14.0
866455,2009,August,California,Shasta County,13.5
866456,2009,August,California,Santa Barbara County,8.2
866457,2009,August,California,Monterey County,9.3
866458,2009,August,California,Tuolumne County,11.7
866459,2009,August,California,Sutter County,13.9
866460,2009,August,California,Butte County,12.2
866461,2009,August,California,Kern County,13.6
866462,2009,August,California,Napa County,8.4
866463,2009,August,California,Mendocino County,9.7
866464,2009,August,California,Plumas County,12.7
879793,2009,December,California,Humboldt County,11.1
879794,2009,December,California,Sonoma County,10.0
879795,2009,December,California,San Luis Obispo County,9.6
879796,2009,December,California,Glenn County,15.1
879797,2009,December,California,Nevada County,10.8
879798,2009,December,California,Yolo County,13.0
879799,2009,December,California,Sacramento County,11.8
879800,2009,December,California,Fresno County,16.3
879801,2009,December,California,Calaveras County,14.8
879802,2009,December,California,Marin County,7.8
879803,2009,December,California,Lassen County,13.6
879804,2009,December,California,Contra Costa County,10.6
879805,2009,December,California,Yuba County,17.9
879806,2009,December,California,Del Norte County,12.0
879807,2009,December,California,San Mateo County,8.4
879808,2009,December,California,Mono County,8.9
879809,2009,December,California,Merced County,18.8
879810,2009,December,California,Santa Cruz County,13.4
879811,2009,December,California,Ventura County,10.4
879812,2009,December,California,Placer County,10.6
879813,2009,December,California,Inyo County,9.5
879814,2009,December,California,Stanislaus County,16.8
879815,2009,December,California,Orange County,9.1
879816,2009,December,California,Trinity County,18.3
879817,2009,December,California,Alpine County,14.2
879818,2009,December,California,Madera County,14.9
879819,2009,December,California,Imperial County,26.8
879820,2009,December,California,Kings County,16.1
879821,2009,December,California,Mariposa County,12.8
879822,2009,December,California,San Benito County,17.8
879823,2009,December,California,Lake County,17.5
879824,2009,December,California,El Dorado County,11.9
879825,2009,December,California,Solano County,11.2
879826,2009,December,California,Los Angeles County,11.9
879827,2009,December,California,San Diego County,9.9
879828,2009,December,California,Alameda County,10.4
879829,2009,December,California,Colusa County,22.3
879830,2009,December,California,Sierra County,17.2
879831,2009,December,California,Tehama County,15.1
879832,2009,December,California,Modoc County,13.8
879833,2009,December,California,Amador County,12.2
879834,2009,December,California,San Joaquin County,16.5
879835,2009,December,California,Siskiyou County,16.8
879836,2009,December,California,Riverside County,13.7
879837,2009,December,California,San Francisco County,8.9
879838,2009,December,California,San Bernardino County,13.4
879839,2009,December,California,Santa Clara County,10.8
879840,2009,December,California,Tulare County,16.9
879841,2009,December,California,Shasta County,15.1
879842,2009,December,California,Santa Barbara County,9.4
879843,2009,December,California,Monterey County,15.9
879844,2009,December,California,Tuolumne County,13.8
879845,2009,December,California,Sutter County,19.1
879846,2009,December,California,Butte County,13.0
879847,2009,December,California,Kern County,15.8
879848,2009,December,California,Napa County,9.9
879849,2009,December,California,Mendocino County,10.9
879850,2009,December,California,Plumas County,17.8
859650,2009,February,California,Humboldt County,11.0
859651,2009,February,California,Sonoma County,8.9
859652,2009,February,California,San Luis Obispo County,8.1
859653,2009,February,California,Glenn County,15.4
859654,2009,February,California,Nevada County,9.9
859655,2009,February,California,Yolo County,11.3
859656,2009,February,California,Sacramento County,10.2
859657,2009,February,California,Fresno County,15.4
859658,2009,February,California,Calaveras County,13.4
859659,2009,February,California,Marin County,6.8
859660,2009,February,California,Lassen County,14.2
859661,2009,February,California,Contra Costa County,9.0
859662,2009,February,California,Yuba County,17.6
859663,2009,February,California,Del Norte County,11.7
859664,2009,February,California,San Mateo County,7.4
859665,2009,February,California,Mono County,6.9
859666,2009,February,California,Merced County,18.8
859667,2009,February,California,Santa Cruz County,12.5
859668,2009,February,California,Ventura County,8.8
859669,2009,February,California,Placer County,9.5
859670,2009,February,California,Inyo County,9.2
859671,2009,February,California,Stanislaus County,15.9
859672,2009,February,California,Orange County,7.7
859673,2009,February,California,Trinity County,20.1
859674,2009,February,California,Alpine County,9.3
859675,2009,February,California,Madera County,13.4
859676,2009,February,California,Imperial County,24.4
859677,2009,February,California,Kings County,15.3
859678,2009,February,California,Mariposa County,12.4
859679,2009,February,California,San Benito County,15.3
859680,2009,February,California,Lake County,15.0
859681,2009,February,California,El Dorado County,10.3
859682,2009,February,California,Solano County,9.9
859683,2009,February,California,Los Angeles County,10.9
859684,2009,February,California,San Diego County,8.5
859685,2009,February,California,Alameda County,9.3
859686,2009,February,California,Colusa County,23.6
859687,2009,February,California,Sierra County,17.8
859688,2009,February,California,Tehama County,13.7
859689,2009,February,California,Modoc County,15.6
859690,2009,February,California,Amador County,11.3
859691,2009,February,California,San Joaquin County,15.0
859692,2009,February,California,Siskiyou County,17.0
859693,2009,February,California,Riverside County,12.0
859694,2009,February,California,San Francisco County,7.9
859695,2009,February,California,San Bernardino County,11.5
859696,2009,February,California,Santa Clara County,9.6
859697,2009,February,California,Tulare County,15.8
859698,2009,February,California,Shasta County,15.2
859699,2009,February,California,Santa Barbara County,8.2
859700,2009,February,California,Monterey County,15.4
859701,2009,February,California,Tuolumne County,12.3
859702,2009,February,California,Sutter County,18.0
859703,2009,February,California,Butte County,12.3
859704,2009,February,California,Kern County,14.1
859705,2009,February,California,Napa County,8.1
859706,2009,February,California,Mendocino County,10.5
859707,2009,February,California,Plumas County,19.1
870869,2009,January,California,Humboldt County,10.7
870870,2009,January,California,Sonoma County,8.3
870871,2009,January,California,San Luis Obispo County,7.8
870872,2009,January,California,Glenn County,14.4
870873,2009,January,California,Nevada County,9.4
870874,2009,January,California,Yolo County,10.9
870875,2009,January,California,Sacramento County,9.9
870876,2009,January,California,Fresno County,14.8
870877,2009,January,California,Calaveras County,12.9
870878,2009,January,California,Marin County,6.5
870879,2009,January,California,Lassen County,13.6
870880,2009,January,California,Contra Costa County,8.6
870881,2009,January,California,Yuba County,17.0
870882,2009,January,California,Del Norte County,11.8
870883,2009,January,California,San Mateo County,7.0
870884,2009,January,California,Mono County,6.2
870885,2009,January,California,Merced County,17.7
870886,2009,January,California,Santa Cruz County,12.0
870887,2009,January,California,Ventura County,8.6
870888,2009,January,California,Placer County,9.0
870889,2009,January,California,Inyo County,9.0
870890,2009,January,California,Stanislaus County,15.2
870891,2009,January,California,Orange County,7.3
870892,2009,January,California,Trinity County,20.2
870893,2009,January,California,Alpine County,9.2
870894,2009,January,California,Madera County,12.9
870895,2009,January,California,Imperial County,24.4
870896,2009,January,California,Kings County,14.7
870897,2009,January,California,Mariposa County,12.4
870898,2009,January,California,San Benito County,14.2
870899,2009,January,California,Lake County,15.0
870900,2009,January,California,El Dorado County,10.0
870901,2009,January,California,Solano County,9.5
870902,2009,January,California,Los Angeles County,10.8
870903,2009,January,California,San Diego County,8.3
870904,2009,January,California,Alameda County,8.9
870905,2009,January,California,Colusa County,23.8
870906,2009,January,California,Sierra County,17.0
870907,2009,January,California,Tehama County,13.0
870908,2009,January,California,Modoc County,15.2
870909,2009,January,California,Amador County,11.2
870910,2009,January,California,San Joaquin County,14.4
870911,2009,January,California,Siskiyou County,16.5
870912,2009,January,California,Riverside County,11.6
870913,2009,January,California,San Francisco County,7.6
870914,2009,January,California,San Bernardino County,11.1
870915,2009,January,California,Santa Clara County,8.9
870916,2009,January,California,Tulare County,15.2
870917,2009,January,California,Shasta County,14.5
870918,2009,January,California,Santa Barbara County,8.1
870919,2009,January,California,Monterey County,15.0
870920,2009,January,California,Tuolumne County,11.9
870921,2009,January,California,Sutter County,16.6
870922,2009,January,California,Butte County,12.1
870923,2009,January,California,Kern County,13.1
870924,2009,January,California,Napa County,8.0
870925,2009,January,California,Mendocino County,10.2
870926,2009,January,California,Plumas County,18.6
882024,2009,July,California,Humboldt County,10.9
882025,2009,July,California,Sonoma County,10.0
882026,2009,July,California,San Luis Obispo County,9.7
882027,2009,July,California,Glenn County,14.9
882028,2009,July,California,Nevada County,10.5
882029,2009,July,California,Yolo County,10.8
882030,2009,July,California,Sacramento County,11.5
882031,2009,July,California,Fresno County,14.2
882032,2009,July,California,Calaveras County,13.7
882033,2009,July,California,Marin County,8.0
882034,2009,July,California,Lassen County,11.8
882035,2009,July,California,Contra Costa County,10.6
882036,2009,July,California,Yuba County,16.9
882037,2009,July,California,Del Norte County,12.4
882038,2009,July,California,San Mateo County,8.7
882039,2009,July,California,Mono County,9.3
882040,2009,July,California,Merced County,16.2
882041,2009,July,California,Santa Cruz County,10.2
882042,2009,July,California,Ventura County,10.3
882043,2009,July,California,Placer County,10.6
882044,2009,July,California,Inyo County,9.0
882045,2009,July,California,Stanislaus County,15.4
882046,2009,July,California,Orange County,9.3
882047,2009,July,California,Trinity County,15.0
882048,2009,July,California,Alpine County,16.3
882049,2009,July,California,Madera County,13.4
882050,2009,July,California,Imperial County,30.3
882051,2009,July,California,Kings County,13.3
882052,2009,July,California,Mariposa County,8.7
882053,2009,July,California,San Benito County,12.5
882054,2009,July,California,Lake County,14.4
882055,2009,July,California,El Dorado County,11.1
882056,2009,July,California,Solano County,10.7
882057,2009,July,California,Los Angeles County,12.4
882058,2009,July,California,San Diego County,9.9
882059,2009,July,California,Alameda County,11.0
882060,2009,July,California,Colusa County,14.3
882061,2009,July,California,Sierra County,12.9
882062,2009,July,California,Tehama County,13.6
882063,2009,July,California,Modoc County,10.2
882064,2009,July,California,Amador County,11.6
882065,2009,July,California,San Joaquin County,15.3
882066,2009,July,California,Siskiyou County,13.0
882067,2009,July,California,Riverside County,14.1
882068,2009,July,California,San Francisco County,9.2
882069,2009,July,California,San Bernardino County,13.5
882070,2009,July,California,Santa Clara County,11.3
882071,2009,July,California,Tulare County,14.5
882072,2009,July,California,Shasta County,14.2
882073,2009,July,California,Santa Barbara County,8.3
882074,2009,July,California,Monterey County,9.5
882075,2009,July,California,Tuolumne County,11.9
882076,2009,July,California,Sutter County,15.0
882077,2009,July,California,Butte County,12.9
882078,2009,July,California,Kern County,14.1
882079,2009,July,California,Napa County,8.2
882080,2009,July,California,Mendocino County,9.9
882081,2009,July,California,Plumas County,13.2
873100,2009,June,California,Humboldt County,10.7
873101,2009,June,California,Sonoma County,9.7
873102,2009,June,California,San Luis Obispo County,8.9
873103,2009,June,California,Glenn County,14.3
873104,2009,June,California,Nevada County,10.6
873105,2009,June,California,Yolo County,10.5
873106,2009,June,California,Sacramento County,11.1
873107,2009,June,California,Fresno County,14.3
873108,2009,June,California,Calaveras County,13.1
873109,2009,June,California,Marin County,7.9
873110,2009,June,California,Lassen County,11.3
873111,2009,June,California,Contra Costa County,10.2
873112,2009,June,California,Yuba County,16.7
873113,2009,June,California,Del Norte County,11.8
873114,2009,June,California,San Mateo County,8.6
873115,2009,June,California,Mono County,10.9
873116,2009,June,California,Merced County,16.0
873117,2009,June,California,Santa Cruz County,9.9
873118,2009,June,California,Ventura County,9.6
873119,2009,June,California,Placer County,10.4
873120,2009,June,California,Inyo County,8.8
873121,2009,June,California,Stanislaus County,15.4
873122,2009,June,California,Orange County,9.0
873123,2009,June,California,Trinity County,14.8
873124,2009,June,California,Alpine County,18.7
873125,2009,June,California,Madera County,13.1
873126,2009,June,California,Imperial County,27.1
873127,2009,June,California,Kings County,14.3
873128,2009,June,California,Mariposa County,8.7
873129,2009,June,California,San Benito County,13.6
873130,2009,June,California,Lake County,14.3
873131,2009,June,California,El Dorado County,11.1
873132,2009,June,California,Solano County,10.5
873133,2009,June,California,Los Angeles County,11.7
873134,2009,June,California,San Diego County,9.7
873135,2009,June,California,Alameda County,10.7
873136,2009,June,California,Colusa County,15.3
873137,2009,June,California,Sierra County,13.5
873138,2009,June,California,Tehama County,13.2
873139,2009,June,California,Modoc County,10.7
873140,2009,June,California,Amador County,11.5
873141,2009,June,California,San Joaquin County,14.4
873142,2009,June,California,Siskiyou County,12.4
873143,2009,June,California,Riverside County,13.2
873144,2009,June,California,San Francisco County,9.2
873145,2009,June,California,San Bernardino County,13.0
873146,2009,June,California,Santa Clara County,11.1
873147,2009,June,California,Tulare County,13.9
873148,2009,June,California,Shasta County,14.1
873149,2009,June,California,Santa Barbara County,8.1
873150,2009,June,California,Monterey County,9.5
873151,2009,June,California,Tuolumne County,11.6
873152,2009,June,California,Sutter County,16.5
873153,2009,June,California,Butte County,12.5
873154,2009,June,California,Kern County,14.0
873155,2009,June,California,Napa County,8.2
873156,2009,June,California,Mendocino County,9.5
873157,2009,June,California,Plumas County,13.6
864176,2009,March,California,Humboldt County,11.2
864177,2009,March,California,Sonoma County,9.3
864178,2009,March,California,San Luis Obispo County,8.3
864179,2009,March,California,Glenn County,15.8
864180,2009,March,California,Nevada County,10.5
864181,2009,March,California,Yolo County,11.3
864182,2009,March,California,Sacramento County,10.5
864183,2009,March,California,Fresno County,15.7
864184,2009,March,California,Calaveras County,13.6
864185,2009,March,California,Marin County,7.2
864186,2009,March,California,Lassen County,14.5
864187,2009,March,California,Contra Costa County,9.3
864188,2009,March,California,Yuba County,17.7
864189,2009,March,California,Del Norte County,12.1
864190,2009,March,California,San Mateo County,7.9
864191,2009,March,California,Mono County,7.2
864192,2009,March,California,Merced County,18.8
